clientid;income;sexo;Produto;age;loan;default;tempo
876;49380,66;1,00;2,00;45,47;5425,28;0,00;9,00
877;46283,07;1,00;2,00;48,29;2166,12;0,00;7,00
878;25554,70;1,00;2,00;42,80;4229,91;0,00;4,00
879;36680,18;1,00;1,00;22,15;4849,33;1,00;50,00
880;30383,68;1,00;2,00;46,83;2153,61;0,00;4,00
881;67730,44;1,00;1,00;26,30;8881,58;1,00;48,00
882;36446,72;1,00;2,00;40,62;2927,68;0,00;3,00
883;33648,74;1,00;2,00;60,97;1498,16;0,00;5,00
884;53852,80;1,00;2,00;42,78;2089,91;0,00;6,00
885;61298,22;1,00;2,00;48,29;9399,50;0,00;6,00
886;69465,75;1,00;2,00;20,59;7983,71;0,00;9,00
887;39102,04;1,00;2,00;29,30;4200,70;0,00;10,00
888;29366,58;1,00;1,00;22,48;4049,25;1,00;52,00
889;67949,74;1,00;2,00;34,48;1790,35;0,00;10,00
890;29468,86;1,00;1,00;22,79;3703,95;1,00;58,00
891;56839,40;1,00;2,00;36,55;9004,80;0,00;4,00
892;38277,94;1,00;2,00;44,91;7405,80;0,00;1,00
893;49664,27;1,00;2,00;39,94;5571,46;0,00;10,00
894;49972,01;1,00;2,00;32,40;763,95;0,00;0,00
895;27356,80;1,00;2,00;63,49;2983,58;0,00;8,00
896;36840,60;1,00;2,00;36,67;6557,94;0,00;3,00
897;51438,81;1,00;2,00;46,01;6898,78;0,00;5,00
898;40614,72;1,00;2,00;20,93;2649,70;0,00;6,00
899;56738,64;1,00;2,00;63,37;3210,81;0,00;2,00
900;68004,69;2,00;2,00;41,53;2698,05;0,00;3,00
901;44458,64;2,00;2,00;52,08;1456,23;0,00;1,00
902;66801,20;2,00;2,00;19,14;288,65;0,00;0,00
903;48991,85;1,00;1,00;18,62;7453,26;1,00;54,00
904;69430,94;2,00;2,00;58,94;2648,22;0,00;5,00
905;27989,11;2,00;2,00;27,80;1770,82;0,00;0,00
906;67675,80;2,00;2,00;37,74;4396,08;0,00;7,00
907;47985,72;1,00;1,00;33,56;8801,61;1,00;59,00
908;43388,21;2,00;2,00;35,70;7007,15;0,00;7,00
909;63182,46;2,00;2,00;25,59;3493,22;0,00;4,00
910;20568,89;2,00;2,00;25,85;2257,06;0,00;7,00
911;25833,72;1,00;1,00;19,21;3716,25;1,00;49,00
912;23087,30;2,00;2,00;37,62;423,42;0,00;8,00
913;36124,72;1,00;1,00;25,05;6485,06;1,00;40,00
914;57330,62;2,00;2,00;44,45;1058,04;0,00;3,00
915;47240,25;2,00;2,00;55,01;4286,35;0,00;1,00
916;55730,63;2,00;2,00;55,16;9286,36;0,00;1,00
917;61660,40;2,00;2,00;48,90;1684,53;0,00;1,00
918;49746,89;1,00;1,00;29,36;7354,13;1,00;54,00
919;23973,69;2,00;2,00;55,29;95,46;0,00;8,00
920;28085,48;2,00;2,00;45,03;4431,28;0,00;4,00
921;33585,47;2,00;2,00;60,38;3933,88;0,00;4,00
922;44179,39;2,00;2,00;51,31;5888,38;0,00;3,00
923;56025,42;2,00;2,00;29,40;4341,63;0,00;3,00
924;49369,70;2,00;2,00;51,37;109,38;0,00;7,00
925;26889,36;2,00;2,00;62,63;675,71;0,00;6,00
926;30873,22;2,00;2,00;38,95;4076,88;0,00;10,00
927;30608,94;2,00;2,00;46,48;2632,55;0,00;5,00
928;54878,09;2,00;2,00;42,88;1504,47;0,00;8,00
929;32423,81;2,00;2,00;63,19;2961,95;0,00;6,00
930;46608,37;2,00;2,00;20,40;1521,87;0,00;8,00
931;65689,19;2,00;2,00;28,11;255,07;0,00;7,00
932;49054,86;2,00;2,00;54,07;1102,24;0,00;3,00
933;20310,58;2,00;2,00;54,26;1279,11;0,00;1,00
934;66423,40;2,00;2,00;18,87;1066,21;0,00;9,00
935;45783,15;2,00;2,00;63,89;7492,91;0,00;8,00
936;62887,76;2,00;2,00;42,84;6849,48;0,00;0,00
937;51088,21;2,00;2,00;52,09;9097,11;0,00;0,00
938;66217,94;2,00;2,00;19,08;745,08;0,00;5,00
939;62799,75;2,00;2,00;35,36;6752,59;0,00;0,00
940;45789,49;2,00;2,00;36,30;4545,16;0,00;0,00
941;59727,41;2,00;2,00;50,24;5203,33;0,00;10,00
942;35513,59;2,00;2,00;60,81;6983,36;0,00;0,00
943;29178,98;2,00;2,00;63,93;1664,39;0,00;5,00
944;67501,69;2,00;2,00;49,64;7589,76;0,00;10,00
945;66255,03;2,00;2,00;28,96;7475,21;0,00;2,00
946;63558,86;2,00;2,00;36,36;9282,93;0,00;4,00
947;63441,71;2,00;2,00;18,67;3119,41;0,00;0,00
948;64983,15;1,00;1,00;27,29;9109,77;1,00;42,00
949;56946,65;2,00;2,00;55,41;11175,84;0,00;7,00
950;52349,87;2,00;2,00;35,52;5181,85;0,00;3,00
951;31473,46;2,00;2,00;27,99;797,35;0,00;7,00
952;59267,34;2,00;2,00;34,91;5085,31;0,00;8,00
953;66809,17;2,00;2,00;31,05;1316,19;0,00;5,00
954;48083,31;2,00;2,00;39,16;9193,10;0,00;10,00
955;20629,35;1,00;1,00;28,31;3310,41;1,00;48,00
956;25363,33;1,00;1,00;31,39;3946,00;1,00;49,00
957;28873,67;2,00;2,00;62,33;2224,47;0,00;9,00
958;41430,86;1,00;1,00;33,69;5719,28;1,00;59,00
959;53612,13;2,00;2,00;23,28;5976,90;0,00;0,00
960;51555,74;2,00;2,00;57,26;9217,69;0,00;5,00
961;46564,38;2,00;2,00;50,65;599,83;0,00;9,00
962;61200,43;2,00;2,00;19,23;406,85;0,00;3,00
963;29307,32;2,00;2,00;61,16;481,84;0,00;7,00
964;67687,18;1,00;1,00;20,80;10506,33;1,00;49,00
965;52565,07;2,00;2,00;55,70;372,97;0,00;4,00
966;52920,15;1,00;1,00;20,99;9521,77;1,00;49,00
967;34981,37;1,00;2,00;23,49;5502,74;1,00;47,00
968;65210,84;1,00;2,00;27,53;12607,95;1,00;50,00
969;60016,08;2,00;2,00;54,32;2857,01;0,00;8,00
970;23066,96;2,00;2,00;33,09;1933,35;0,00;4,00
971;52603,88;2,00;2,00;43,90;2043,09;0,00;7,00
972;20111,36;2,00;2,00;53,50;1745,37;0,00;10,00
973;32759,70;2,00;2,00;43,88;5211,33;0,00;1,00
974;30578,02;2,00;2,00;55,37;3010,35;0,00;1,00
975;21211,59;2,00;2,00;32,65;931,78;0,00;3,00
976;53746,33;1,00;2,00;29,35;9534,66;1,00;53,00
977;45214,11;2,00;2,00;18,30;1779,73;0,00;1,00
978;58465,05;1,00;2,00;20,13;11417,06;1,00;48,00
979;54422,97;2,00;2,00;58,57;444,61;0,00;3,00
980;62842,06;2,00;2,00;62,20;107,60;0,00;3,00
981;53005,13;2,00;2,00;45,69;2539,34;0,00;5,00
982;40749,03;1,00;2,00;26,85;6207,19;1,00;50,00
983;49804,41;1,00;2,00;20,04;7235,19;1,00;46,00
984;37277,25;1,00;2,00;26,63;6289,26;1,00;43,00
985;46883,21;1,00;2,00;30,40;6342,57;1,00;51,00
986;31763,37;2,00;2,00;35,60;3489,40;0,00;6,00
987;61013,18;2,00;2,00;24,71;1791,54;0,00;7,00
988;41285,36;2,00;2,00;22,91;532,10;0,00;10,00
989;39133,89;2,00;2,00;21,60;433,46;0,00;6,00
990;62171,80;2,00;2,00;24,24;1035,46;0,00;7,00
991;53638,65;2,00;2,00;44,03;109,48;0,00;8,00
992;49264,58;2,00;2,00;58,12;3051,57;0,00;0,00
993;63114,50;2,00;2,00;48,35;11890,76;0,00;6,00
994;58165,51;2,00;2,00;45,73;4155,72;0,00;3,00
995;43029,80;1,00;2,00;27,21;6894,17;1,00;58,00
996;21593,62;2,00;2,00;51,55;458,09;0,00;8,00
997;49104,77;2,00;2,00;35,54;9452,22;0,00;9,00
998;65776,23;2,00;2,00;39,80;2805,86;0,00;0,00
999;36192,15;1,00;2,00;21,40;7236,17;1,00;48,00
1000;62165,86;2,00;2,00;19,60;4739,95;0,00;10,00
1001;50793,36;2,00;2,00;41,60;421,64;0,00;0,00
1002;62422,20;2,00;2,00;32,15;2841,63;0,00;10,00
1003;63166,99;2,00;2,00;56,51;4058,79;0,00;5,00
1004;23717,57;2,00;2,00;49,33;1530,09;0,00;8,00
1005;66797,66;1,00;2,00;21,38;11921,20;1,00;60,00
1006;30272,20;2,00;2,00;19,13;1440,07;0,00;1,00
1007;55741,20;2,00;2,00;52,63;3181,78;0,00;3,00
1008;30742,58;1,00;2,00;26,45;5685,65;1,00;57,00
1009;20491,56;2,00;2,00;35,13;1579,17;0,00;8,00
1010;35620,42;2,00;2,00;40,82;3611,30;0,00;4,00
1011;50206,13;2,00;2,00;33,03;5826,46;0,00;5,00
1012;67935,45;2,00;2,00;60,94;8267,33;0,00;4,00
1013;59223,40;2,00;2,00;22,94;3901,40;0,00;7,00
1014;32657,27;2,00;2,00;32,81;1796,27;0,00;1,00
1015;55931,65;2,00;2,00;23,44;4053,52;0,00;5,00
1016;23694,78;2,00;2,00;22,86;764,30;0,00;6,00
1017;44324,29;2,00;2,00;23,18;2672,69;0,00;9,00
1018;34735,49;2,00;2,00;62,36;1402,22;0,00;9,00
1019;67064,34;2,00;2,00;22,58;1091,62;0,00;7,00
1020;42761,49;2,00;2,00;45,05;610,66;0,00;11,00
1021;49517,72;1,00;2,00;31,55;7337,95;1,00;52,00
1022;54372,18;2,00;2,00;29,98;839,13;0,00;2,00
1023;29941,97;2,00;2,00;48,36;3170,05;0,00;1,00
1024;68414,12;2,00;2,00;51,05;6154,05;0,00;17,00
1025;23891,24;2,00;2,00;51,03;3475,91;0,00;2,00
1026;47187,57;1,00;2,00;24,23;7933,47;1,00;44,00
1027;39819,92;2,00;2,00;63,38;3577,45;0,00;3,00
1028;50632,28;2,00;2,00;53,62;1262,36;0,00;0,00
1029;39970,21;2,00;2,00;40,37;7867,62;0,00;18,00
1030;55176,14;2,00;2,00;49,46;7822,94;0,00;3,00
1031;50533,57;2,00;2,00;56,63;117,71;0,00;18,00
1032;52983,87;2,00;2,00;42,59;5567,94;0,00;4,00
1033;31187,67;2,00;2,00;31,00;593,12;0,00;0,00
1034;34909,98;2,00;2,00;25,57;2852,37;0,00;8,00
1035;53810,85;2,00;2,00;51,43;9154,48;0,00;5,00
1036;55478,97;2,00;2,00;53,76;6227,54;0,00;14,00
1037;60394,09;2,00;2,00;57,69;8293,58;0,00;1,00
1038;36845,74;2,00;2,00;51,94;1790,01;0,00;4,00
1039;60264,94;2,00;2,00;54,72;2241,39;0,00;0,00
1040;52981,51;2,00;2,00;18,31;3759,94;0,00;9,00
1041;50222,76;1,00;2,00;21,42;8734,74;1,00;59,00
1042;59256,56;2,00;2,00;38,58;9812,98;0,00;7,00
1043;43203,41;2,00;2,00;40,90;7730,73;0,00;7,00
1044;46288,76;1,00;2,00;23,59;6053,79;1,00;49,00
1045;58176,15;2,00;2,00;52,18;9852,14;0,00;20,00
1046;25631,43;2,00;2,00;47,64;4778,70;0,00;16,00
1047;58978,00;1,00;2,00;30,33;9442,01;1,00;52,00
1048;25048,02;2,00;2,00;54,66;2341,37;0,00;8,00
1049;33436,49;1,00;2,00;34,67;5473,99;1,00;50,00
1050;23787,37;2,00;2,00;36,31;3041,55;0,00;8,00
1051;69456,57;2,00;2,00;48,05;13190,37;0,00;1,00
1052;65447,61;2,00;2,00;39,63;3269,53;0,00;1,00
1053;68743,35;2,00;2,00;56,39;2290,20;0,00;8,00
1054;36052,58;2,00;2,00;49,50;2830,18;0,00;0,00
1055;24820,79;2,00;2,00;38,24;51,95;0,00;1,00
1056;26046,38;2,00;2,00;54,63;4669,46;0,00;10,00
1057;60850,80;2,00;2,00;59,99;7206,85;0,00;19,00
1058;69929,01;2,00;2,00;51,39;12427,84;0,00;6,00
1059;53298,50;2,00;2,00;56,91;2106,71;0,00;17,00
1060;48818,38;2,00;2,00;49,30;2312,42;0,00;6,00
1061;38042,08;2,00;2,00;32,84;3495,86;0,00;2,00
1062;42119,82;2,00;2,00;60,06;1930,57;0,00;12,00
1063;62247,88;2,00;2,00;39,23;1870,72;0,00;13,00
1064;62252,09;2,00;2,00;28,25;1699,68;0,00;9,00
1065;36973,09;2,00;2,00;38,28;4144,45;0,00;9,00
1066;54217,24;1,00;2,00;26,63;8836,78;1,00;47,00
1067;44218,77;2,00;2,00;58,58;1693,92;0,00;10,00
1068;33274,05;2,00;2,00;23,95;2244,88;0,00;2,00
1069;54656,55;1,00;2,00;18,39;9911,13;1,00;49,00
1070;67593,52;1,00;2,00;25,41;9864,08;1,00;55,00
1071;39472,71;2,00;2,00;42,61;596,48;0,00;20,00
1072;30572,45;2,00;2,00;48,65;1847,09;0,00;10,00
1073;50447,70;2,00;2,00;58,10;2443,77;0,00;16,00
1074;49198,65;2,00;2,00;49,19;483,62;0,00;12,00
1075;53768,23;2,00;2,00;25,38;3696,95;0,00;8,00
1076;52809,55;2,00;2,00;61,01;6276,83;0,00;0,00
1077;38011,73;1,00;2,00;19,06;4625,19;1,00;52,00
1078;58910,29;2,00;2,00;31,01;3671,92;0,00;19,00
1079;57914,73;2,00;2,00;50,61;6715,86;0,00;10,00
1080;39494,77;2,00;2,00;28,55;3544,16;0,00;1,00
1081;45918,88;2,00;2,00;38,64;1910,33;0,00;20,00
1082;55649,06;1,00;2,00;19,66;7660,35;1,00;58,00
1083;27136,63;2,00;2,00;18,83;2253,19;0,00;7,00
1084;62724,64;2,00;2,00;39,84;9255,14;0,00;6,00
1085;32921,85;2,00;2,00;43,73;2553,21;0,00;12,00
1086;28482,65;2,00;2,00;19,78;329,45;0,00;6,00
1087;44170,22;2,00;2,00;24,47;2168,75;0,00;9,00
1088;60664,37;2,00;2,00;22,36;5873,41;0,00;2,00
1089;64501,93;1,00;2,00;33,36;12147,31;1,00;41,00
1090;28237,52;2,00;2,00;50,02;2728,19;0,00;18,00
1091;67420,60;2,00;2,00;21,19;3668,99;0,00;9,00
1092;55642,99;2,00;2,00;38,91;2841,70;0,00;1,00
1093;56086,06;2,00;2,00;34,58;3990,85;0,00;17,00
1094;57676,74;1,00;2,00;20,67;10504,67;1,00;54,00
1095;62535,63;2,00;2,00;39,19;9490,26;0,00;19,00
1096;60686,77;2,00;2,00;48,40;10614,13;0,00;6,00
1097;25032,30;2,00;2,00;46,31;680,90;0,00;5,00
1098;22228,35;2,00;2,00;33,36;2187,21;0,00;15,00
1099;41435,15;2,00;2,00;34,93;3702,17;0,00;18,00
1100;43955,41;2,00;2,00;51,56;7833,48;0,00;11,00
1101;60063,69;2,00;2,00;59,11;6766,29;0,00;3,00
1102;34635,74;1,00;2,00;18,95;4859,24;1,00;49,00
1103;63944,32;1,00;2,00;32,52;12213,95;1,00;49,00
1104;35403,43;2,00;2,00;34,65;2929,36;0,00;6,00
1105;53654,08;2,00;2,00;44,14;6587,78;0,00;6,00
1106;23508,23;2,00;2,00;52,64;4622,84;0,00;19,00
1107;61869,47;2,00;2,00;36,23;1040,49;0,00;9,00
1108;20674,90;2,00;2,00;24,00;299,83;0,00;14,00
1109;22127,92;2,00;2,00;61,19;1777,83;0,00;10,00
1110;27408,73;2,00;2,00;37,69;2591,03;0,00;5,00
1111;60720,80;2,00;2,00;38,82;3278,18;0,00;18,00
1112;34760,02;2,00;2,00;34,26;28,88;0,00;18,00
1113;23057,36;2,00;2,00;46,97;2487,17;0,00;10,00
1114;42381,00;2,00;2,00;35,72;6832,68;0,00;19,00
1115;37887,55;1,00;2,00;24,42;5061,78;1,00;58,00
1116;39988,74;2,00;2,00;54,27;357,09;0,00;17,00
1117;25026,51;2,00;2,00;62,91;3845,74;0,00;5,00
1118;43588,08;2,00;2,00;40,50;6453,06;0,00;4,00
1119;20897,43;1,00;2,00;28,03;2940,42;1,00;48,00
1120;24904,62;2,00;2,00;53,32;3376,91;0,00;1,00
1121;66068,64;2,00;2,00;35,92;5626,87;0,00;0,00
1122;36126,23;2,00;2,00;40,71;3805,80;0,00;16,00
1123;23626,73;2,00;2,00;34,29;2173,77;0,00;8,00
1124;30200,24;2,00;2,00;62,78;4871,68;0,00;19,00
1125;65569,79;2,00;2,00;62,23;12494,27;0,00;11,00
1126;20617,26;2,00;2,00;46,52;2224,07;0,00;6,00
1127;25817,45;1,00;2,00;21,63;3682,86;1,00;56,00
1128;21448,83;2,00;2,00;31,80;1989,18;0,00;2,00
1129;69370,18;2,00;2,00;52,37;4605,92;0,00;16,00
1130;34145,80;2,00;2,00;31,40;4074,95;0,00;20,00
1131;52651,26;2,00;2,00;57,32;6529,02;0,00;18,00
1132;40069,34;2,00;2,00;43,31;3646,05;0,00;2,00
1133;39246,54;2,00;2,00;48,32;919,11;0,00;17,00
1134;56233,79;2,00;2,00;57,99;9642,09;0,00;0,00
1135;49264,27;2,00;2,00;19,01;801,78;0,00;16,00
1136;30451,64;2,00;2,00;42,20;475,42;0,00;10,00
1137;28727,00;1,00;2,00;34,75;3675,83;1,00;46,00
1138;20113,25;1,00;2,00;30,13;2507,65;1,00;45,00
1139;43434,78;2,00;2,00;52,21;3672,11;0,00;6,00
1140;59208,72;1,00;2,00;30,93;11479,44;1,00;41,00
1141;69310,96;2,00;2,00;42,11;1590,33;0,00;16,00
1142;60567,42;2,00;2,00;40,04;571,93;0,00;12,00
1143;22048,90;2,00;2,00;53,80;4199,02;0,00;10,00
1144;66733,71;2,00;2,00;52,98;5366,64;0,00;16,00
1145;22209,01;1,00;2,00;22,01;4096,78;1,00;54,00
1146;49032,66;2,00;2,00;54,56;1777,95;0,00;0,00
1147;26558,36;2,00;2,00;57,83;22,33;0,00;4,00
1148;49255,46;2,00;2,00;36,62;4951,92;0,00;9,00
1149;30218,15;2,00;2,00;48,02;5914,52;0,00;20,00
1150;56317,08;1,00;2,00;24,65;8045,44;1,00;52,00
1151;53825,43;2,00;2,00;45,36;431,45;0,00;6,00
1152;34927,99;2,00;2,00;54,15;1957,06;0,00;1,00
1153;53287,39;2,00;2,00;59,56;4432,67;0,00;10,00
1154;32032,56;2,00;2,00;50,12;4582,94;0,00;18,00
1155;48405,73;2,00;2,00;47,93;3766,61;0,00;19,00
1156;46132,91;2,00;2,00;26,91;3216,49;0,00;6,00
1157;29049,07;2,00;2,00;57,78;2562,70;0,00;4,00
1158;68550,69;2,00;2,00;19,36;3879,67;0,00;2,00
1159;47474,82;2,00;2,00;37,87;5083,73;0,00;0,00
1160;50021,66;2,00;2,00;23,82;1054,27;0,00;18,00
1161;64089,13;2,00;2,00;37,31;6272,79;0,00;1,00
1162;28451,71;2,00;2,00;41,60;1042,85;0,00;19,00
1163;58132,47;2,00;2,00;29,38;5491,04;0,00;2,00
1164;30961,17;2,00;2,00;32,11;162,80;0,00;11,00
1165;64162,65;2,00;2,00;53,86;6938,01;0,00;3,00
1166;67470,12;2,00;2,00;52,23;12715,29;0,00;11,00
1167;68263,77;2,00;2,00;42,64;4124,33;0,00;6,00
1168;42889,33;2,00;2,00;57,51;6340,71;0,00;14,00
1169;20155,79;2,00;2,00;41,92;3489,96;0,00;2,00
1170;58178,61;2,00;2,00;49,69;10948,50;0,00;0,00
1171;45735,46;2,00;2,00;52,82;2944,54;0,00;19,00
1172;30037,20;2,00;2,00;38,68;1247,01;0,00;9,00
1173;64392,51;2,00;2,00;37,80;4513,24;0,00;5,00
1174;26291,38;2,00;2,00;52,40;1094,18;0,00;5,00
1175;36008,38;2,00;2,00;20,63;3709,30;0,00;20,00
1176;54953,98;2,00;2,00;44,69;365,65;0,00;12,00
1177;28753,33;2,00;2,00;49,40;4990,37;0,00;17,00
1178;41993,98;2,00;2,00;36,19;6644,34;0,00;20,00
1179;56696,46;2,00;2,00;57,52;9686,63;0,00;1,00
1180;51906,05;2,00;2,00;36,57;10235,27;0,00;6,00
1181;30939,39;2,00;2,00;47,89;6115,82;0,00;2,00
1182;38520,72;2,00;2,00;56,67;4176,95;0,00;12,00
1183;33489,04;2,00;2,00;25,97;3581,66;0,00;17,00
1184;52836,01;2,00;2,00;38,25;5671,64;0,00;1,00
1185;51733,29;1,00;2,00;24,91;7906,14;1,00;53,00
1186;41273,77;2,00;2,00;32,09;3299,89;0,00;17,00
1187;68223,68;2,00;2,00;28,99;7364,00;0,00;13,00
1188;28222,88;2,00;2,00;40,33;613,24;0,00;12,00
1189;21921,36;2,00;2,00;62,33;1901,14;0,00;3,00
1190;38852,93;1,00;2,00;27,05;7513,18;1,00;42,00
1191;59621,37;2,00;2,00;54,15;7014,62;0,00;8,00
1192;41377,75;2,00;2,00;45,86;5324,05;0,00;14,00
1193;54405,62;2,00;2,00;57,14;6253,21;0,00;0,00
1194;60103,01;2,00;2,00;56,05;2632,27;0,00;13,00
1195;67528,65;2,00;2,00;52,89;7877,42;0,00;14,00
1196;61156,94;2,00;2,00;31,80;3250,01;0,00;3,00
1197;42955,69;2,00;2,00;45,42;2962,83;0,00;17,00
1198;46923,05;2,00;2,00;36,34;3107,88;0,00;20,00
1199;24951,26;2,00;2,00;62,04;2544,36;0,00;0,00
1200;26267,53;2,00;2,00;34,50;59,47;0,00;13,00
1201;64603,92;1,00;2,00;33,06;11264,69;1,00;58,00
1202;34667,02;2,00;2,00;18,85;2827,29;0,00;10,00
1203;66008,40;1,00;2,00;19,43;9189,61;1,00;43,00
1204;45840,21;2,00;2,00;32,27;5299,24;0,00;7,00
1205;32188,02;2,00;2,00;49,43;4659,95;0,00;15,00
1206;50289,66;1,00;2,00;24,07;6127,38;1,00;58,00
1207;36837,53;2,00;2,00;54,73;1598,18;0,00;18,00
1208;28852,03;2,00;2,00;44,21;5705,99;0,00;18,00
1209;68127,17;2,00;2,00;47,95;12099,97;0,00;16,00
1210;41349,12;2,00;2,00;53,86;8083,23;0,00;3,00
1211;69132,46;2,00;2,00;33,47;7621,41;0,00;17,00
1212;38477,33;2,00;2,00;27,35;289,58;0,00;10,00
1213;68291,15;2,00;2,00;46,79;9577,96;0,00;19,00
1214;58074,61;2,00;2,00;59,80;8551,26;0,00;20,00
1215;26867,11;2,00;2,00;32,62;1730,15;0,00;17,00
1216;32348,45;2,00;2,00;59,75;3229,82;0,00;4,00
1217;31044,39;2,00;2,00;49,94;4465,87;0,00;2,00
1218;29279,75;2,00;2,00;18,81;2291,99;0,00;8,00
1219;35145,10;2,00;2,00;47,79;510,74;0,00;20,00
1220;44405,28;2,00;2,00;34,38;3917,88;0,00;16,00
1221;42059,64;2,00;2,00;55,29;5310,27;0,00;3,00
1222;28612,20;2,00;2,00;58,86;4948,49;0,00;11,00
1223;46546,70;2,00;2,00;60,76;254,84;0,00;5,00
1224;22832,32;1,00;2,00;32,52;3318,41;1,00;40,00
1225;21565,92;2,00;2,00;44,13;4136,76;0,00;3,00
1226;26078,21;1,00;2,00;31,81;3665,88;1,00;44,00
1227;60503,55;2,00;2,00;20,12;6766,53;0,00;4,00
1228;31233,31;2,00;2,00;41,70;1662,45;0,00;16,00
1229;34505,80;2,00;2,00;49,32;2151,70;0,00;2,00
1230;35485,12;2,00;2,00;47,39;2482,04;0,00;16,00
1231;45986,35;1,00;2,00;20,29;7112,93;1,00;46,00
1232;43308,18;1,00;2,00;34,83;6777,20;1,00;43,00
1233;53284,12;2,00;2,00;32,14;849,55;0,00;7,00
1234;68398,29;2,00;2,00;36,99;8106,86;0,00;16,00
1235;64743,71;2,00;2,00;56,26;4304,93;0,00;4,00
1236;68412,61;2,00;2,00;28,16;551,84;0,00;9,00
1237;59695,11;1,00;2,00;27,90;8889,93;1,00;49,00
1238;32406,57;2,00;2,00;20,99;3394,66;0,00;11,00
1239;33184,20;2,00;2,00;60,37;4580,10;0,00;13,00
1240;47688,25;2,00;2,00;34,57;1377,02;0,00;1,00
1241;42591,60;2,00;2,00;45,12;4602,25;0,00;0,00
1242;34051,53;2,00;2,00;35,75;6224,15;0,00;3,00
1243;61800,03;1,00;2,00;29,67;9143,61;1,00;59,00
1244;45360,72;2,00;2,00;27,08;4569,99;0,00;20,00
1245;20252,12;1,00;2,00;27,44;3360,06;1,00;50,00
1246;30134,71;2,00;2,00;43,82;959,00;0,00;2,00
1247;56217,33;2,00;2,00;51,58;2866,59;0,00;20,00
1248;31722,73;2,00;2,00;34,85;2877,76;0,00;0,00
1249;60178,45;2,00;2,00;33,26;3203,62;0,00;1,00
1250;51144,24;2,00;2,00;37,84;3411,66;0,00;15,00
1251;22449,08;2,00;2,00;35,77;1187,43;0,00;11,00
1252;44932,88;2,00;2,00;27,15;622,91;0,00;11,00
1253;40929,48;2,00;2,00;20,25;2352,29;0,00;15,00
1254;31092,27;2,00;2,00;43,83;5617,99;0,00;1,00
1255;44743,55;2,00;2,00;53,06;2574,71;0,00;10,00
1256;60770,23;2,00;2,00;33,63;2242,83;0,00;6,00
1257;43528,48;2,00;2,00;59,89;2264,73;0,00;11,00
1258;25008,95;2,00;2,00;63,22;2941,03;0,00;7,00
1259;47433,42;2,00;2,00;60,46;9139,14;0,00;2,00
1260;50064,35;2,00;2,00;29,34;417,63;0,00;6,00
1261;60348,41;2,00;2,00;60,45;3037,97;0,00;8,00
1262;67471,13;2,00;2,00;26,92;4448,41;0,00;6,00
1263;30492,88;2,00;2,00;61,68;4834,74;0,00;10,00
1264;25640,08;1,00;2,00;22,66;3105,44;1,00;42,00
1265;55040,76;2,00;2,00;52,71;8352,06;0,00;4,00
1266;34476,71;2,00;2,00;23,35;898,13;0,00;12,00
1267;23345,87;2,00;2,00;38,29;4548,11;0,00;14,00
1268;24426,03;2,00;2,00;34,70;823,84;0,00;15,00
1269;65849,89;2,00;2,00;30,97;5051,30;0,00;13,00
1270;60454,53;2,00;2,00;41,05;7875,07;0,00;9,00
1271;22680,32;2,00;2,00;55,09;1743,77;0,00;11,00
1272;44471,87;1,00;2,00;19,61;5883,66;1,00;41,00
1273;46572,32;2,00;2,00;59,12;721,34;0,00;9,00
1274;24369,84;2,00;2,00;61,74;1366,54;0,00;10,00
1275;56830,27;2,00;2,00;37,16;10462,74;0,00;10,00
1276;46943,00;2,00;2,00;55,64;2187,07;0,00;3,00
1277;42521,79;2,00;2,00;54,75;6745,82;0,00;8,00
1278;63188,33;2,00;2,00;51,14;3960,86;0,00;19,00
1279;29410,18;2,00;2,00;23,50;812,32;0,00;7,00
1280;46668,63;2,00;2,00;57,83;1833,49;0,00;17,00
1281;62693,27;2,00;2,00;22,53;5321,71;0,00;10,00
1282;65307,13;2,00;2,00;23,72;1906,80;0,00;0,00
1283;59589,06;2,00;2,00;20,61;4191,72;0,00;17,00
1284;41019,55;2,00;2,00;23,25;3005,83;0,00;0,00
1285;48058,87;2,00;2,00;47,75;6527,99;0,00;15,00
1286;50208,53;2,00;2,00;35,03;729,60;0,00;15,00
1287;62526,89;2,00;2,00;61,05;5835,54;0,00;9,00
1288;48192,19;2,00;2,00;29,76;5026,47;0,00;15,00
1289;30884,06;1,00;2,00;31,28;4099,90;1,00;51,00
1290;36965,74;2,00;2,00;53,76;6333,39;0,00;1,00
1291;43536,04;1,00;2,00;27,87;6427,73;1,00;50,00
1292;69181,66;2,00;2,00;39,24;1173,74;0,00;6,00
1293;64233,04;1,00;2,00;26,71;12104,53;1,00;40,00
1294;52593,52;2,00;2,00;19,53;811,91;0,00;10,00
1295;32282,25;2,00;2,00;42,63;3345,94;0,00;11,00
1296;54077,84;2,00;2,00;57,12;7149,07;0,00;16,00
1297;51595,36;2,00;2,00;28,46;385,40;0,00;14,00
1298;23097,38;2,00;2,00;53,76;4517,58;0,00;11,00
1299;27407,06;2,00;2,00;26,16;2949,93;0,00;1,00
1300;64395,30;2,00;2,00;63,17;10054,63;0,00;9,00
1301;60432,22;2,00;2,00;41,92;6300,87;0,00;12,00
1302;42990,98;2,00;2,00;29,53;4665,58;0,00;8,00
1303;41581,89;1,00;2,00;22,85;7895,11;1,00;40,00
1304;53289,07;2,00;2,00;47,46;8047,14;0,00;6,00
