clientid;income;sexo;Produto;age;loan;default;tempo;Prodb;ProdC
1162;28452;2;prodB;42;1043;0;19;1;0
1163;58132;2;prodB;29;5491;0;2;1;0
1164;30961;2;prodB;32;163;0;11;1;0
1165;64163;2;prodB;54;6938;0;3;1;0
1166;67470;2;prodB;52;12715;0;11;1;0
1167;68264;2;prodB;43;4124;0;6;1;0
1168;42889;2;prodB;58;6341;0;14;1;0
1169;20156;2;prodB;42;3490;0;2;1;0
1170;58179;2;prodB;50;10949;0;0;1;0
1171;45735;2;prodB;53;2945;0;19;1;0
1172;30037;2;prodB;39;1247;0;9;1;0
1173;64393;2;prodB;38;4513;0;5;1;0
1174;26291;2;prodB;52;1094;0;5;1;0
1175;36008;2;prodB;21;3709;0;20;1;0
1176;54954;2;prodB;45;366;0;12;1;0
1177;28753;2;prodB;49;4990;0;17;1;0
1178;41994;2;prodB;36;6644;0;20;1;0
1179;56696;2;prodB;58;9687;0;1;1;0
1180;51906;2;prodB;37;10235;0;6;1;0
1181;30939;2;prodB;48;6116;0;2;1;0
1182;38521;2;prodB;57;4177;0;12;1;0
1183;33489;2;prodB;26;3582;0;17;1;0
1184;52836;2;prodB;38;5672;0;1;1;0
1185;51733;1;prodB;25;7906;1;53;1;0
1186;41274;2;prodB;32;3300;0;17;1;0
1187;68224;2;prodB;29;7364;0;13;1;0
1188;28223;2;prodB;40;613;0;12;1;0
1189;21921;2;prodB;62;1901;0;3;1;0
1190;38853;1;prodB;27;7513;1;42;1;0
1191;59621;2;prodB;54;7015;0;8;1;0
1192;41378;2;prodB;46;5324;0;14;1;0
1193;54406;2;prodB;57;6253;0;0;1;0
1194;60103;2;prodB;56;2632;0;13;1;0
1195;67529;2;prodB;53;7877;0;14;1;0
1196;61157;2;prodB;32;3250;0;3;1;0
1197;42956;2;prodB;45;2963;0;17;1;0
1198;46923;2;prodB;36;3108;0;20;1;0
1199;24951;2;prodB;62;2544;0;0;1;0
1200;26268;2;prodB;35;59;0;13;1;0
1201;64604;1;prodB;33;11265;1;58;1;0
1202;34667;2;prodB;19;2827;0;10;1;0
1203;66008;1;prodB;19;9190;1;43;1;0
1204;45840;2;prodB;32;5299;0;7;1;0
1205;32188;2;prodB;49;4660;0;15;1;0
1206;50290;1;prodB;24;6127;1;58;1;0
1207;36838;2;prodB;55;1598;0;18;1;0
1208;28852;2;prodB;44;5706;0;18;1;0
1209;68127;2;prodB;48;12100;0;16;1;0
1210;41349;2;prodB;54;8083;0;3;1;0
1211;69132;2;prodB;33;7621;0;17;1;0
1212;38477;2;prodB;27;290;0;10;1;0
1213;68291;2;prodB;47;9578;0;19;1;0
1214;58075;2;prodB;60;8551;0;20;1;0
1215;26867;2;prodB;33;1730;0;17;1;0
1216;32348;2;prodB;60;3230;0;4;1;0
1217;31044;2;prodB;50;4466;0;2;1;0
1218;29280;2;prodB;19;2292;0;8;1;0
1219;35145;2;prodB;48;511;0;20;1;0
1220;44405;2;prodB;34;3918;0;16;1;0
1221;42060;2;prodB;55;5310;0;3;1;0
1222;28612;2;prodB;59;4948;0;11;1;0
1223;46547;2;prodB;61;255;0;5;1;0
1224;22832;1;prodB;33;3318;1;40;1;0
1225;21566;2;prodB;44;4137;0;3;1;0
1226;26078;1;prodB;32;3666;1;44;1;0
1227;60504;2;prodB;20;6767;0;4;1;0
1228;31233;2;prodB;42;1662;0;16;1;0
1229;34506;2;prodB;49;2152;0;2;1;0
1230;35485;2;prodB;47;2482;0;16;1;0
1231;45986;1;prodB;20;7113;1;46;1;0
1232;43308;1;prodB;35;6777;1;43;1;0
1233;53284;2;prodB;32;850;0;7;1;0
1234;68398;2;prodB;37;8107;0;16;1;0
1235;64744;2;prodB;56;4305;0;4;1;0
1236;68413;2;prodB;28;552;0;9;1;0
1237;59695;1;prodB;28;8890;1;49;1;0
1238;32407;2;prodB;21;3395;0;11;1;0
1239;33184;2;prodB;60;4580;0;13;1;0
1240;47688;2;prodB;35;1377;0;1;1;0
1241;42592;2;prodB;45;4602;0;0;1;0
1242;34052;2;prodB;36;6224;0;3;1;0
1243;61800;1;prodB;30;9144;1;59;1;0
1244;45361;2;prodB;27;4570;0;20;1;0
1245;20252;1;prodB;27;3360;1;50;1;0
1246;30135;2;prodB;44;959;0;2;1;0
1247;56217;2;prodB;52;2867;0;20;1;0
1248;31723;2;prodB;35;2878;0;0;1;0
1249;60178;2;prodB;33;3204;0;1;1;0
1250;51144;2;prodB;38;3412;0;15;1;0
1251;22449;2;prodB;36;1187;0;11;1;0
1252;44933;2;prodB;27;623;0;11;1;0
1253;40929;2;prodB;20;2352;0;15;1;0
1254;31092;2;prodB;44;5618;0;1;1;0
1255;44744;2;prodB;53;2575;0;10;1;0
1256;60770;2;prodB;34;2243;0;6;1;0
1257;43528;2;prodB;60;2265;0;11;1;0
1258;25009;2;prodB;63;2941;0;7;1;0
1259;47433;2;prodB;60;9139;0;2;1;0
1260;50064;2;prodB;29;418;0;6;1;0
1261;60348;2;prodB;60;3038;0;8;1;0
1262;67471;2;prodB;27;4448;0;6;1;0
1263;30493;2;prodB;62;4835;0;10;1;0
1264;25640;1;prodB;23;3105;1;42;1;0
1265;55041;2;prodB;53;8352;0;4;1;0
1266;34477;2;prodB;23;898;0;12;1;0
1267;23346;2;prodB;38;4548;0;14;1;0
1268;24426;2;prodB;35;824;0;15;1;0
1269;65850;2;prodB;31;5051;0;13;1;0
1270;60455;2;prodB;41;7875;0;9;1;0
1271;22680;2;prodB;55;1744;0;11;1;0
1272;44472;1;prodB;20;5884;1;41;1;0
1273;46572;2;prodB;59;721;0;9;1;0
1274;24370;2;prodB;62;1367;0;10;1;0
1275;56830;2;prodB;37;10463;0;10;1;0
1276;46943;2;prodB;56;2187;0;3;1;0
1277;42522;2;prodB;55;6746;0;8;1;0
1278;63188;2;prodB;51;3961;0;19;1;0
1279;29410;2;prodB;24;812;0;7;1;0
1280;46669;2;prodB;58;1833;0;17;1;0
1281;62693;2;prodB;23;5322;0;10;1;0
1282;65307;2;prodB;24;1907;0;0;1;0
1283;59589;2;prodB;21;4192;0;17;1;0
1284;41020;2;prodB;23;3006;0;0;1;0
1285;48059;2;prodB;48;6528;0;15;1;0
1286;50209;2;prodB;35;730;0;15;1;0
1287;62527;2;prodB;61;5836;0;9;1;0
1288;48192;2;prodB;30;5026;0;15;1;0
1289;30884;1;prodB;31;4100;1;51;1;0
1290;36966;2;prodB;54;6333;0;1;1;0
1291;43536;1;prodB;28;6428;1;50;1;0
1292;69182;2;prodB;39;1174;0;6;1;0
1293;64233;1;prodB;27;12105;1;40;1;0
1294;52594;2;prodB;20;812;0;10;1;0
1295;32282;2;prodB;43;3346;0;11;1;0
1296;54078;2;prodB;57;7149;0;16;1;0
1297;51595;2;prodB;28;385;0;14;1;0
1298;23097;2;prodB;54;4518;0;11;1;0
1299;27407;2;prodB;26;2950;0;1;1;0
1300;64395;2;prodB;63;10055;0;9;1;0
1301;60432;2;prodB;42;6301;0;12;1;0
1302;42991;2;prodB;30;4666;0;8;1;0
1303;41582;1;prodB;23;7895;1;40;1;0
1304;53289;2;prodB;47;8047;0;6;1;0
1305;22373;2;prodB;31;1119;0;14;1;0
1306;57120;1;prodB;22;10212;1;53;1;0
1307;31112;2;prodB;50;424;0;1;1;0
1308;68936;2;prodB;43;11073;0;12;1;0
1309;20436;2;prodB;57;2356;0;1;1;0
1310;20584;2;prodB;22;53;0;4;1;0
1311;58988;2;prodB;20;4728;0;12;1;0
1312;45312;2;prodB;27;3104;0;5;1;0
1313;60857;2;prodB;37;10239;0;2;1;0
1314;45818;2;prodB;48;8137;0;11;1;0
1315;20905;2;prodB;41;2606;0;11;1;0
1316;49908;2;prodB;30;2903;0;15;1;0
1317;55988;1;prodC;31;7746;1;60;0;1
1318;62125;2;prodB;21;5700;0;20;1;0
1319;48823;2;prodB;61;599;0;6;1;0
1320;29977;2;prodB;58;3796;0;11;1;0
1321;41944;2;prodB;61;1204;0;3;1;0
1322;36970;2;prodB;34;1269;0;17;1;0
1323;39993;1;prodC;21;4999;1;40;0;1
1324;42451;2;prodB;62;6210;0;18;1;0
1325;42147;1;prodC;24;7367;1;42;0;1
1326;52842;2;prodB;18;5957;0;4;1;0
1327;66419;2;prodB;63;9341;0;13;1;0
1328;44048;2;prodB;27;2097;0;19;1;0
1329;24821;2;prodB;19;874;0;5;1;0
1330;35584;2;prodB;63;27;0;13;1;0
1331;25290;2;prodB;21;2131;0;3;1;0
1332;39770;2;prodB;45;281;0;8;1;0
1333;59511;2;prodB;29;2521;0;3;1;0
1334;51212;2;prodB;46;4093;0;16;1;0
1335;56531;2;prodB;46;5958;0;8;1;0
1336;42604;2;prodB;42;7942;0;1;1;0
1337;66642;2;prodB;56;4958;0;0;1;0
1338;35528;2;prodB;47;325;0;12;1;0
1339;66897;2;prodB;32;387;0;4;1;0
1340;51980;2;prodB;35;6243;0;4;1;0
1341;40081;2;prodB;43;771;0;5;1;0
1342;50168;2;prodB;42;5593;0;5;1;0
1343;39546;2;prodB;44;5788;0;3;1;0
1344;43372;2;prodB;55;475;0;0;1;0
1345;33084;2;prodB;59;5762;0;18;1;0
1346;53188;2;prodB;64;4880;0;18;1;0
1347;48291;2;prodB;30;4903;0;13;1;0
1348;66079;2;prodB;46;3665;0;11;1;0
1349;51547;2;prodB;53;6563;0;3;1;0
1350;39393;2;prodB;53;5415;0;12;1;0
1351;69592;2;prodB;63;13025;0;20;1;0
1352;54589;2;prodB;31;2848;0;8;1;0
1353;44964;2;prodB;48;693;0;10;1;0
1354;46082;2;prodB;50;1488;0;12;1;0
1355;45564;2;prodB;22;716;0;14;1;0
1356;62658;2;prodB;28;5771;0;7;1;0
1357;67922;2;prodB;36;1400;0;8;1;0
1358;59514;2;prodB;57;2505;0;13;1;0
1359;48423;2;prodB;42;3521;0;15;1;0
1360;22001;2;prodB;32;2156;0;9;1;0
1361;52530;1;prodC;19;9808;1;41;0;1
1362;24061;1;prodC;35;3981;1;45;0;1
1363;23451;2;prodB;34;1420;0;19;1;0
1364;32867;2;prodB;45;6037;0;11;1;0
1365;30959;2;prodB;44;1559;0;16;1;0
1366;27551;1;prodC;30;3944;1;42;0;1
1367;36025;2;prodB;52;4155;0;12;1;0
1368;46801;2;prodB;35;5316;0;17;1;0
1369;27083;2;prodB;60;4991;0;6;1;0
1370;65435;1;prodC;20;12728;1;42;0;1
1371;59296;2;prodB;51;494;0;2;1;0
1372;45435;2;prodB;21;2143;0;6;1;0
1373;61743;2;prodB;35;327;0;20;1;0
1374;31397;2;prodB;35;3719;0;1;1;0
1375;35917;2;prodB;54;6401;0;3;1;0
1376;43970;1;prodC;25;7456;1;46;0;1
1377;60625;2;prodB;40;6741;0;12;1;0
1378;69939;2;prodB;56;2225;0;11;1;0
1379;69755;2;prodB;45;13766;0;16;1;0
1380;69478;1;prodC;23;10229;1;46;0;1
1381;34192;1;prodC;28;5234;1;54;0;1
1382;57458;2;prodB;51;3609;0;1;1;0
1383;63910;2;prodB;57;8987;0;17;1;0
1384;26644;2;prodB;19;1414;0;4;1;0
1385;23985;2;prodB;24;2284;0;0;1;0
1386;63661;2;prodB;50;7833;0;14;1;0
1387;44102;2;prodB;21;843;0;18;1;0
1388;29410;2;prodB;42;3389;0;13;1;0
1389;49295;2;prodB;37;4575;0;14;1;0
1390;39554;2;prodC;54;7064;0;18;0;1
1391;68583;2;prodC;57;2922;0;3;0;1
1392;31061;2;prodC;53;3730;0;16;0;1
1393;29190;2;prodC;60;5240;0;12;0;1
1394;63438;2;prodC;55;11963;0;8;0;1
1395;35243;2;prodC;36;749;0;12;0;1
1396;36475;2;prodC;63;413;0;12;0;1
1397;63272;1;prodC;23;11298;1;43;0;1
1398;45540;2;prodC;59;1490;0;11;0;1
1399;68565;2;prodC;21;1232;0;15;0;1
1400;20063;1;prodC;24;2495;1;41;0;1
1401;44222;2;prodC;56;7443;0;0;0;1
1402;67839;2;prodC;48;5609;0;6;0;1
1403;54010;2;prodC;49;885;0;13;0;1
1404;52234;2;prodC;48;9256;0;3;0;1
1405;28423;2;prodC;62;5283;0;2;0;1
1406;52623;2;prodC;50;1156;0;4;0;1
1407;25636;2;prodC;56;1240;0;10;0;1
1408;60843;2;prodC;60;6609;0;2;0;1
1409;36728;2;prodC;58;7288;0;12;0;1
1410;63831;2;prodC;35;5272;0;5;0;1
1411;43108;2;prodC;22;648;0;8;0;1
1412;25285;2;prodC;20;1028;0;7;0;1
1413;57646;2;prodC;63;1452;0;15;0;1
1414;51028;2;prodC;62;3313;0;2;0;1
1415;37390;1;prodC;34;7366;1;55;0;1
1416;65018;2;prodC;27;1017;0;9;0;1
1417;20596;2;prodC;45;1330;0;14;0;1
1418;56445;2;prodC;56;6876;0;6;0;1
1419;60864;2;prodC;44;3704;0;8;0;1
1420;51231;2;prodC;63;813;0;5;0;1
1421;41103;2;prodC;63;3644;0;10;0;1
1422;56267;2;prodC;43;8238;0;9;0;1
1423;20775;2;prodC;36;1347;0;9;0;1
1424;46424;2;prodC;59;4087;0;10;0;1
1425;29910;2;prodC;63;4495;0;10;0;1
1426;62809;2;prodC;57;6466;0;8;0;1
1427;41244;2;prodC;52;4162;0;19;0;1
1428;46089;2;prodC;63;1618;0;13;0;1
1429;69191;2;prodC;57;6271;0;18;0;1
1430;60847;2;prodC;33;8974;1;56;0;1
1431;66559;2;prodC;49;3091;0;12;0;1
1432;27428;2;prodC;54;1288;0;4;0;1
1433;60913;2;prodC;61;3870;0;12;0;1
1434;28128;2;prodC;41;3280;0;12;0;1
1435;64030;2;prodC;36;1644;0;7;0;1
1436;61837;2;prodC;30;10972;1;57;0;1
1437;37005;2;prodC;59;1069;0;18;0;1
1438;56004;2;prodC;18;3640;0;6;0;1
1439;58039;2;prodC;54;538;0;7;0;1
1440;29237;2;prodC;25;24;0;17;0;1
1441;33266;2;prodC;22;5968;1;48;0;1
1442;66237;2;prodC;36;2757;0;14;0;1
1443;41979;2;prodC;53;1604;0;14;0;1
1444;63453;2;prodC;24;10668;1;59;0;1
1445;24986;2;prodC;50;2017;0;2;0;1
1446;53593;2;prodC;63;1428;0;20;0;1
1447;54180;2;prodC;53;10028;0;2;0;1
1448;20126;2;prodC;36;1432;0;1;0;1
1449;51181;2;prodC;57;2875;0;18;0;1
1450;36456;2;prodC;38;3437;0;19;0;1
1451;39189;2;prodC;22;3545;0;17;0;1
1452;47853;2;prodC;39;3295;0;20;0;1
1453;20014;2;prodC;43;2426;0;13;0;1
1454;28630;2;prodC;27;4407;1;50;0;1
1455;66689;2;prodC;48;9690;0;9;0;1
1456;53226;2;prodC;44;5687;0;14;0;1
1457;35609;2;prodC;48;2574;0;12;0;1
1458;64066;2;prodC;43;772;0;8;0;1
1459;54936;2;prodC;43;7922;0;20;0;1
1460;67801;2;prodC;29;5035;0;20;0;1
1461;46893;2;prodC;44;9132;0;14;0;1
1462;54649;2;prodC;56;10675;0;8;0;1
1463;31411;2;prodC;36;5797;0;16;0;1
1464;36990;2;prodC;34;557;0;19;0;1
1465;33198;2;prodC;30;4285;1;56;0;1
1466;47704;2;prodC;22;2717;0;5;0;1
1467;30570;2;prodC;37;4753;0;18;0;1
1468;61399;2;prodC;63;9008;0;14;0;1
1469;67751;2;prodC;34;6856;0;4;0;1
1470;47638;2;prodC;51;6709;0;15;0;1
1471;38358;2;prodC;26;2548;0;14;0;1
1472;43156;2;prodC;28;2413;0;7;0;1
1473;41102;2;prodC;36;5240;0;13;0;1
1474;59476;2;prodC;37;2628;0;0;0;1
1475;40709;2;prodC;33;5532;1;53;0;1
1476;30391;2;prodC;59;2073;0;12;0;1
1477;46024;2;prodC;24;4318;0;19;0;1
1478;66529;2;prodC;59;6338;0;18;0;1
1479;68116;2;prodC;37;7459;0;5;0;1
1480;38423;2;prodC;29;3677;0;16;0;1
1481;33227;2;prodC;23;6470;1;56;0;1
1482;61674;2;prodC;55;4055;0;12;0;1
1483;26931;2;prodC;41;3669;0;12;0;1
1484;60041;2;prodC;44;2660;0;2;0;1
1485;26181;2;prodC;43;2619;0;18;0;1
1486;61552;2;prodC;61;4043;0;1;0;1
1487;29705;2;prodC;42;1912;0;3;0;1
1488;53935;2;prodC;21;2086;0;1;0;1
1489;23007;2;prodC;49;2297;0;3;0;1
1490;48553;2;prodC;29;5651;0;9;0;1
1491;66371;2;prodC;63;5176;0;0;0;1
1492;49140;2;prodC;44;8833;0;11;0;1
1493;39685;2;prodC;34;2591;0;13;0;1
1494;32025;2;prodC;38;217;0;13;0;1
1495;55568;2;prodC;43;6115;0;3;0;1
1496;45899;2;prodC;25;5617;1;56;0;1
1497;39218;2;prodC;30;865;0;19;0;1
1498;34071;2;prodC;27;1402;0;8;0;1
1499;66768;2;prodC;49;4255;0;3;0;1
1500;31401;2;prodC;63;4464;0;19;0;1
1501;49336;2;prodC;44;2550;0;6;0;1
1502;51774;2;prodC;48;1509;0;0;0;1
1503;43065;2;prodC;44;787;0;14;0;1
1504;41226;2;prodC;49;2156;0;14;0;1
1505;43045;2;prodC;61;1662;0;14;0;1
1506;33546;2;prodC;55;5347;0;18;0;1
1507;69209;2;prodC;26;6285;0;1;0;1
1508;32292;2;prodC;39;277;0;14;0;1
1509;66274;2;prodC;22;11577;1;40;0;1
1510;34103;2;prodC;42;1269;0;10;0;1
1511;21145;2;prodC;21;703;0;18;0;1
1512;41050;2;prodC;50;5890;0;16;0;1
1513;36351;2;prodC;34;6620;1;44;0;1
1514;63144;2;prodC;32;813;0;13;0;1
1515;32087;2;prodC;28;6362;1;49;0;1
1516;28873;2;prodC;62;993;0;15;0;1
1517;65359;2;prodC;19;7707;0;9;0;1
1518;49064;2;prodC;43;5636;0;6;0;1
1519;23763;2;prodC;39;2950;0;9;0;1
1520;51846;2;prodC;43;8751;0;6;0;1
1521;67035;2;prodC;46;11277;0;18;0;1
1522;49241;2;prodC;53;8004;0;4;0;1
1523;36132;2;prodC;19;3009;0;16;0;1
1524;67007;2;prodC;36;3692;0;2;0;1
1525;39454;2;prodC;32;437;0;17;0;1
1526;52206;2;prodC;25;1135;0;6;0;1
1527;46319;2;prodC;45;1523;0;9;0;1
1528;29399;2;prodC;41;4674;0;12;0;1
1529;31136;2;prodC;19;2458;0;18;0;1
1530;65604;2;prodC;19;11775;1;40;0;1
1531;41363;2;prodC;44;608;0;12;0;1
1532;60303;2;prodC;52;6510;0;2;0;1
1533;54468;2;prodC;24;69;0;18;0;1
1534;47684;2;prodC;32;4752;0;3;0;1
1535;38160;2;prodC;31;3430;0;11;0;1
1536;22926;2;prodC;35;2547;0;13;0;1
1537;64088;2;prodC;38;723;0;1;0;1
1538;65825;2;prodC;41;2643;0;8;0;1
1539;53452;2;prodC;50;10530;0;9;0;1
1540;36455;2;prodC;35;2464;0;20;0;1
1541;39573;2;prodC;29;5786;1;49;0;1
1542;41052;2;prodC;50;4653;0;5;0;1
1543;37895;2;prodC;55;6071;0;6;0;1
1544;44827;2;prodC;56;2640;0;4;0;1
1545;28341;2;prodC;40;2248;0;4;0;1
1546;56887;2;prodC;36;10970;0;20;0;1
1547;25147;2;prodC;21;2891;0;5;0;1
1548;54739;2;prodC;28;7219;1;51;0;1
1549;30497;2;prodC;28;4574;1;52;0;1
1550;25359;2;prodC;41;2220;0;10;0;1
1551;29994;2;prodC;49;2750;0;1;0;1
1552;64676;2;prodC;31;4629;0;6;0;1
1553;56256;2;prodC;22;5452;0;19;0;1
1554;31702;2;prodC;28;3588;0;16;0;1
1555;34113;2;prodC;31;6360;1;48;0;1
1556;44666;2;prodC;55;7548;0;20;0;1
1557;39421;2;prodC;26;6112;1;56;0;1
1558;21683;2;prodC;46;340;0;19;0;1
1559;65698;2;prodC;36;5645;0;2;0;1
1560;68658;2;prodC;36;2428;0;12;0;1
1561;66981;2;prodC;27;6679;0;20;0;1
1562;45971;2;prodC;27;4776;0;20;0;1
1563;42966;2;prodC;45;8109;0;18;0;1
1564;50896;2;prodC;19;5557;0;16;0;1
1565;46175;2;prodC;37;1064;0;0;0;1
1566;44985;2;prodC;52;4585;0;11;0;1
1567;66942;2;prodC;23;12381;1;52;0;1
1568;31022;2;prodC;39;6145;0;10;0;1
1569;46583;2;prodC;33;6241;1;42;0;1
1570;56202;2;prodC;43;8346;0;16;0;1
1571;31587;2;prodC;56;2678;0;3;0;1
1572;40716;2;prodC;26;2390;0;6;0;1
1573;64966;2;prodC;28;11496;1;42;0;1
1574;68503;2;prodC;19;3580;0;10;0;1
1575;33868;2;prodC;30;5714;1;51;0;1
1576;54195;2;prodC;39;6650;0;15;0;1
1577;50565;2;prodC;63;693;0;14;0;1
1578;57216;2;prodC;32;3554;0;4;0;1
1579;29850;2;prodC;40;3679;0;3;0;1
1580;29072;2;prodC;38;1589;0;0;0;1
1581;29775;2;prodC;21;3327;0;18;0;1
1582;46673;2;prodC;55;1409;0;16;0;1
1583;66394;2;prodC;59;9540;0;6;0;1
1584;29338;2;prodC;26;5120;1;49;0;1
1585;67290;2;prodC;27;13377;1;57;0;1
1586;45980;2;prodC;32;5929;1;42;0;1
1587;34164;2;prodC;46;6617;0;34;0;1
1588;52217;2;prodC;24;6803;1;49;0;1
1589;62313;2;prodC;61;926;0;9;0;1
1590;49206;2;prodC;25;3394;0;24;0;1
1591;65689;2;prodC;25;3674;0;2;0;1
1592;43490;2;prodC;52;6501;0;36;0;1
1593;40967;2;prodC;47;2394;0;10;0;1
1594;37261;2;prodC;24;2076;0;25;0;1
1595;58775;2;prodC;46;5674;0;37;0;1
1596;39396;2;prodC;36;7558;0;27;0;1
1597;21144;2;prodC;58;988;0;2;0;1
1598;33126;2;prodC;51;4170;0;40;0;1
1599;30932;2;prodC;36;1075;0;1;0;1
1600;31937;2;prodC;59;4088;0;3;0;1
1601;38157;2;prodC;52;5628;0;4;0;1
1602;21033;2;prodC;30;4024;1;59;0;1
1603;50239;2;prodC;35;2568;0;8;0;1
1604;67347;2;prodC;35;6752;0;15;0;1
1605;33262;2;prodC;18;587;0;35;0;1
1606;53113;2;prodC;59;10081;0;20;0;1
1607;42750;2;prodC;56;4627;0;10;0;1
1608;42108;2;prodC;27;1021;0;18;0;1
1609;61345;2;prodC;20;7173;0;1;0;1
1610;54739;2;prodC;27;6211;0;23;0;1
1611;69695;2;prodC;26;8418;1;54;0;1
1612;62507;2;prodC;28;6591;0;36;0;1
1613;61923;2;prodC;25;1933;0;32;0;1
1614;58024;2;prodC;43;2786;0;29;0;1
1615;27011;2;prodC;37;2373;0;12;0;1
1616;21195;2;prodC;26;1103;0;15;0;1
1617;68338;2;prodC;34;12841;1;53;0;1
1618;67773;2;prodC;42;5038;0;7;0;1
1619;67132;2;prodC;58;2271;0;26;0;1
1620;33159;2;prodC;42;2136;0;35;0;1
1621;66087;2;prodC;51;11039;0;7;0;1
1622;60362;2;prodC;25;10307;1;54;0;1
1623;54609;2;prodC;18;5618;0;7;0;1
1624;63637;2;prodC;27;9955;1;45;0;1
1625;40919;2;prodC;37;3814;0;15;0;1
1626;51486;2;prodC;34;3955;0;38;0;1
1627;44896;2;prodC;49;3788;0;15;0;1
1628;24878;2;prodC;30;1546;0;19;0;1
1629;52263;2;prodC;34;10162;1;54;0;1
1630;42776;2;prodC;39;6146;0;2;0;1
1631;67064;2;prodC;18;8945;1;45;0;1
1632;50308;2;prodC;52;7208;0;33;0;1
1633;37433;2;prodC;23;4446;0;23;0;1
1634;30084;2;prodC;18;737;0;11;0;1
1635;61427;2;prodC;20;2163;0;5;0;1
1636;54719;2;prodC;30;2883;0;5;0;1
1637;47924;2;prodC;57;6932;0;26;0;1
1638;22881;2;prodC;18;1909;0;36;0;1
1639;46119;2;prodC;24;2728;0;0;0;1
1640;35082;2;prodC;41;2918;0;9;0;1
1641;38387;2;prodC;30;6454;1;59;0;1
1642;57414;2;prodC;44;9421;0;10;0;1
1643;28198;2;prodC;62;4371;0;29;0;1
1644;50118;2;prodC;33;3599;0;4;0;1
1645;34876;2;prodC;53;3102;0;12;0;1
1646;64126;2;prodC;19;4957;0;31;0;1
1647;41917;2;prodC;48;6106;0;2;0;1
1648;50052;2;prodC;27;5589;0;19;0;1
1649;39159;2;prodC;41;6888;0;33;0;1
1650;62219;2;prodC;20;5832;0;4;0;1
1651;67151;2;prodC;52;3942;0;28;0;1
1652;46166;2;prodC;26;902;0;31;0;1
1653;23882;2;prodC;33;1191;0;0;0;1
1654;48445;2;prodC;39;8733;0;28;0;1
1655;32442;2;prodC;59;841;0;14;0;1
1656;33820;2;prodC;61;4342;0;27;0;1
1657;61813;2;prodC;53;3124;0;35;0;1
1658;25348;2;prodC;62;2189;0;32;0;1
1659;33966;2;prodC;44;3124;0;34;0;1
1660;23642;2;prodC;57;4204;0;1;0;1
1661;50661;2;prodC;52;7511;0;11;0;1
1662;44037;2;prodC;58;5270;0;9;0;1
1663;51657;2;prodC;35;609;0;27;0;1
1664;46573;2;prodC;53;5533;0;25;0;1
1665;26922;2;prodC;44;3950;0;22;0;1
1666;48414;2;prodC;22;2106;0;36;0;1
1667;43975;2;prodC;47;8371;0;38;0;1
1668;65914;2;prodC;23;12972;1;56;0;1
1669;64716;2;prodC;61;11174;0;5;0;1
1670;25482;2;prodC;48;4006;0;33;0;1
1671;54171;2;prodC;37;1049;0;39;0;1
1672;51654;2;prodC;20;1853;0;19;0;1
1673;66055;2;prodC;39;10321;0;0;0;1
1674;60019;2;prodC;19;6978;0;35;0;1
1675;31524;2;prodC;62;5697;0;36;0;1
1676;65661;2;prodC;22;93;0;11;0;1
1677;61893;2;prodC;19;6038;0;39;0;1
1678;49230;2;prodC;48;8376;0;19;0;1
1679;38338;2;prodC;56;5691;0;23;0;1
1680;64016;2;prodC;44;10048;0;14;0;1
1681;46309;2;prodC;41;6815;0;10;0;1
1682;66209;2;prodC;45;7135;0;18;0;1
1683;47771;2;prodC;34;5367;0;14;0;1
1684;29856;2;prodC;18;4732;1;48;0;1
1685;21452;2;prodC;52;1719;0;25;0;1
1686;59673;2;prodC;57;7534;0;34;0;1
1687;47481;2;prodC;21;9403;1;54;0;1
1688;36220;2;prodC;57;4281;0;32;0;1
1689;59459;2;prodC;56;1513;0;10;0;1
1690;67011;2;prodC;52;11647;0;33;0;1
1691;58693;2;prodC;27;4033;0;25;0;1
1692;43041;2;prodC;47;2246;0;28;0;1
1693;31920;2;prodC;52;217;0;22;0;1
1694;32771;2;prodC;59;1854;0;22;0;1
1695;55487;2;prodC;32;179;0;18;0;1
1696;68407;2;prodC;46;2491;0;19;0;1
1697;37277;2;prodC;28;4243;0;40;0;1
1698;39763;2;prodC;26;3809;0;14;0;1
1699;41674;2;prodC;55;3203;0;36;0;1
1700;25790;2;prodC;45;4442;0;17;0;1
1701;24575;2;prodC;37;1668;0;2;0;1
1702;58082;2;prodC;60;9176;0;14;0;1
1703;67882;2;prodC;53;10504;0;28;0;1
1704;50115;2;prodC;27;3447;0;8;0;1
1705;40443;2;prodC;34;1857;0;26;0;1
1706;65825;2;prodC;20;155;0;6;0;1
1707;51200;2;prodC;22;4065;0;24;0;1
1708;67032;2;prodC;44;5488;0;25;0;1
1709;42206;2;prodC;23;2445;0;37;0;1
1710;37730;2;prodC;52;5274;0;35;0;1
1711;47398;2;prodC;50;9042;0;6;0;1
1712;48933;2;prodC;50;5071;0;29;0;1
1713;53079;2;prodC;49;10566;0;13;0;1
1714;53237;2;prodC;58;704;0;21;0;1
1715;58122;2;prodC;58;5161;0;27;0;1
1716;57261;2;prodC;40;2528;0;12;0;1
1717;52103;2;prodC;19;8800;1;48;0;1
1718;45166;2;prodC;38;5535;0;14;0;1
1719;58809;2;prodC;37;5471;0;26;0;1
1720;36598;2;prodC;42;6849;0;4;0;1
1721;62096;2;prodC;25;8035;1;60;0;1
1722;68114;2;prodC;47;4325;0;17;0;1
